"A1_CITY","A2_PROVINCE","B3_GENDER","B4_AGE","B5_RELIGION","B6_ETHNIC","B7_EDUCATION_LEVEL","B8_LIVED_IN_URBAN_AREA_YEARS","B9_OCCUPATION","B10_SOCIAL_CLAS","B11_HOUSEHOLD_MEMBER","C12_HOUSEHOLD_INCOME_MONTHLY_IN_MILLION_IDR","C13_TIME_OF_INCOME_RECEIPT","C14_HOUSEHOLD_EXPENDITURE_MONTHLY_IN_MILLION_IDR","C15_%_MONTHLY_EXPENDITURE_FOR_FOOD","D16_HEALTH_FACTOR","D17_PRICE_FACTOR","E18_RELIGIOUS_VALUE_IN_TYPE_OF_FOOD","E19_RELIGIOUS_VALUE_IN_EATING_PLACES","E20_RELIGIOUS_VALUE_IN_CONSUMPTION_PATTERN","E21_CUSTOM_VALUE_IN_TYPE_OF_FOOD","E22_CUSTOM_VALUE_IN_EATING_PLACES","E23_CUSTOM_VALUE_IN_CONSUMPTION_PATTERN","24_PRACTICE_OF_FOOD_CONSUMPTION_BASED_ON_RELIGIOUS_RULES","25_PRACTICE_OF_FOOD_CONSUMPTION_BASED_ON_CUSTOM_RULES","E26_BUYING_FOOD_PRODUCT_IN_THE_RIGHT_PLACE_BASED_ON_RELIGIOUS_RULES","E27_TYPE_OF_DISHES_VARIATION_BASED_ON_RELIGIOUS_RULES","E28_PRACTICE_OF_CONSUMING_TRADITIONAL_FOOD","SOURCE_FILE","PROCESS_DATE"
"SURABAYA","EAST JAVA","FEMALE","36","ISLAM","MADURA","DIPLOMA","16","GOVERNMENT EMPLOYEES","MIDDLE CLASS","6","05:07:00","WEEKLY","05:06:00","43","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"SURABAYA","EAST JAVA","FEMALE","52","ISLAM","MADURA","DIPLOMA","35","GOVERNMENT EMPLOYEES","MIDDLE CLASS","6","06:04:00","WEEKLY","06:03:00","38","AGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","AGREE","AGREE","AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"SURABAYA","EAST JAVA","FEMALE","59","ISLAM","JAVA","BACHELOR DEGREE","31","GOVERNMENT EMPLOYEES","LOWER CLASS","7","03:04:00","DAILY","03:03:00","61","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"SURABAYA","EAST JAVA","FEMALE","54","ISLAM","MINANG","SENIOR HIGH SCHOOL","28","GOVERNMENT EMPLOYEES","LOWER CLASS","5","02:09:00","DAILY","02:08:00","58","STRONGLY DISAGREE","AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","DISAGREE","DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","DISAGREE","AGREE","AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"SURABAYA","EAST JAVA","FEMALE","47","CATHOLIC","JAVA","DIPLOMA","17","GOVERNMENT EMPLOYEES","MIDDLE CLASS","6","05:06:00","WEEKLY","05:05:00","34","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"SURABAYA","EAST JAVA","FEMALE","28","CATHOLIC","JAVA","DIPLOMA","12","GOVERNMENT EMPLOYEES","UPPER CLASS","6","11:02:00","MONTHLY","11:01:00","26","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"SURABAYA","EAST JAVA","FEMALE","48","CATHOLIC","BATAK","MASTER AND DOCTORAL DEGREE","26","GOVERNMENT EMPLOYEES","LOWER CLASS","6","03:07:00","DAILY","03:06:00","57","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"SURABAYA","EAST JAVA","FEMALE","36","ISLAM","MADURA","BACHELOR DEGREE","21","ENTERPRENEUR","UPPER CLASS","6","10:06:00","MONTHLY","10:05:00","24","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"SURABAYA","EAST JAVA","FEMALE","39","ISLAM","MADURA","BACHELOR DEGREE","9","ENTERPRENEUR","UPPER CLASS","6","11:02:00","MONTHLY","11:01:00","27","STRONGLY AGREE","STRONGLY AGREE","AGREE","AGREE","AGREE","AGREE","AGREE","AGREE","AGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"SURABAYA","EAST JAVA","MALE","53","ISLAM","MADURA","BACHELOR DEGREE","30","ENTERPRENEUR","LOWER CLASS","7","03:08:00","DAILY","03:07:00","67","DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"SURABAYA","EAST JAVA","MALE","57","ISLAM","MADURA","MASTER AND DOCTORAL DEGREE","22","ENTERPRENEUR","MIDDLE CLASS","6","06:02:00","WEEKLY","06:01:00","36","AGREE","AGREE","AGREE","AGREE","AGREE","AGREE","AGREE","AGREE","AGREE","AGREE","AGREE","AGREE","AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"SURABAYA","EAST JAVA","MALE","46","ISLAM","JAVA","BACHELOR DEGREE","27","ENTERPRENEUR","MIDDLE CLASS","6","05:08:00","WEEKLY","05:07:00","42","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"SURABAYA","EAST JAVA","MALE","53","ISLAM","JAVA","MASTER AND DOCTORAL DEGREE","32","ENTERPRENEUR","LOWER CLASS","6","03:01:00","DAILY","03:00:00","73","DISAGREE","DISAGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","DISAGREE","STRONGLY AGREE","DISAGREE","DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"SURABAYA","EAST JAVA","FEMALE","58","CATHOLIC","SUNDA","BACHELOR DEGREE","25","INDEPENDENT WORKER","MIDDLE CLASS","6","03:04:00","WEEKLY","03:03:00","41","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"SURABAYA","EAST JAVA","FEMALE","62","CATHOLIC","BATAK","MASTER AND DOCTORAL DEGREE","14","INDEPENDENT WORKER","MIDDLE CLASS","6","05:06:00","WEEKLY","05:05:00","33","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"SURABAYA","EAST JAVA","MALE","26","CATHOLIC","BATAK","SENIOR HIGH SCHOOL","26","INDEPENDENT WORKER","UPPER CLASS","5","12:01:00","MONTHLY","12:00:00","19","DISAGREE","DISAGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","AGREE","AGREE","AGREE","DISAGREE","AGREE","DISAGREE","DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"SURABAYA","EAST JAVA","MALE","61","ISLAM","MADURA","BACHELOR DEGREE","11","INDEPENDENT WORKER","LOWER CLASS","6","02:09:00","DAILY","02:08:00","69","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"SURABAYA","EAST JAVA","FEMALE","25","ISLAM","MADURA","SENIOR HIGH SCHOOL","25","INDEPENDENT WORKER","UPPER CLASS","5","10:03:00","MONTHLY","10:02:00","23","DISAGREE","DISAGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","AGREE","AGREE","AGREE","DISAGREE","AGREE","DISAGREE","DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"SURABAYA","EAST JAVA","MALE","32","ISLAM","MADURA","SENIOR HIGH SCHOOL","12","INDEPENDENT WORKER","UPPER CLASS","5","14:02:00","MONTHLY","14:01:00","25","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"SURABAYA","EAST JAVA","FEMALE","33","ISLAM","MADURA","BACHELOR DEGREE","7","PRIVATE EMPLOYEES","LOWER CLASS","6","03:04:00","DAILY","03:01:00","57","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","DISAGREE","STRONGLY AGREE","STRONGLY AGREE","DISAGREE","DISAGREE","DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"SURABAYA","EAST JAVA","FEMALE","25","ISLAM","JAVA","MASTER AND DOCTORAL DEGREE","25","PRIVATE EMPLOYEES","MIDDLE CLASS","6","06:07:00","WEEKLY","06:04:00","43","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"SURABAYA","EAST JAVA","FEMALE","51","ISLAM","MADURA","BACHELOR DEGREE","35","PRIVATE EMPLOYEES","MIDDLE CLASS","7","05:08:00","WEEKLY","05:05:00","38","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"SURABAYA","EAST JAVA","FEMALE","32","OTHER","OTHER","SENIOR HIGH SCHOOL","32","PRIVATE EMPLOYEES","LOWER CLASS","5","02:03:00","DAILY","02:00:00","61","DISAGREE","DISAGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","DISAGREE","AGREE","DISAGREE","DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"SURABAYA","EAST JAVA","FEMALE","42","ISLAM","SUNDA","DIPLOMA","22","GOVERNMENT EMPLOYEES","LOWER CLASS","6","04:09:00","DAILY","04:06:00","58","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"SURABAYA","EAST JAVA","FEMALE","31","ISLAM","MADURA","DIPLOMA","31","GOVERNMENT EMPLOYEES","MIDDLE CLASS","6","05:09:00","WEEKLY","05:06:00","34","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"SURABAYA","EAST JAVA","FEMALE","29","ISLAM","MINANG","BACHELOR DEGREE","29","ENTERPRENEUR","UPPER CLASS","6","11:04:00","MONTHLY","11:01:00","26","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"SURABAYA","EAST JAVA","FEMALE","41","HINDU","BALI","MASTER AND DOCTORAL DEGREE","21","ENTERPRENEUR","LOWER CLASS","6","03:00:00","DAILY","02:07:00","57","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"SURABAYA","EAST JAVA","FEMALE","63","PROTESTANT","JAVA","BACHELOR DEGREE","13","ENTERPRENEUR","UPPER CLASS","6","15:07:00","MONTHLY","15:04:00","24","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"SURABAYA","EAST JAVA","FEMALE","54","CATHOLIC","BATAK","BACHELOR DEGREE","24","PRIVATE EMPLOYEES","UPPER CLASS","7","13:02:00","MONTHLY","12:09:00","27","AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"SURABAYA","EAST JAVA","MALE","51","CATHOLIC","BATAK","DIPLOMA","23","PRIVATE EMPLOYEES","LOWER CLASS","6","03:04:00","DAILY","03:01:00","67","DISAGREE","AGREE","AGREE","AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","AGREE","AGREE","AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"SURABAYA","EAST JAVA","MALE","24","ISLAM","SUNDA","BACHELOR DEGREE","24","PRIVATE EMPLOYEES","MIDDLE CLASS","6","06:08:00","WEEKLY","06:05:00","36","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"SURABAYA","EAST JAVA","MALE","61","ISLAM","MINANG","MASTER AND DOCTORAL DEGREE","41","PRIVATE EMPLOYEES","MIDDLE CLASS","6","04:08:00","WEEKLY","04:04:00","42","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"SURABAYA","EAST JAVA","MALE","32","ISLAM","MADURA","BACHELOR DEGREE","32","PRIVATE EMPLOYEES","LOWER CLASS","6","02:09:00","DAILY","02:05:00","73","DISAGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"SURABAYA","EAST JAVA","FEMALE","42","ISLAM","MADURA","DIPLOMA","12","PRIVATE EMPLOYEES","MIDDLE CLASS","6","03:05:00","WEEKLY","03:01:00","41","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"SURABAYA","EAST JAVA","MALE","50","ISLAM","MADURA","SENIOR HIGH SCHOOL","31","PRIVATE EMPLOYEES","MIDDLE CLASS","5","05:07:00","WEEKLY","05:03:00","33","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"SURABAYA","EAST JAVA","MALE","56","PROTESTANT","BATAK","DIPLOMA","24","TEACHER/LECTURER","UPPER CLASS","6","11:03:00","MONTHLY","10:09:00","19","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"SURABAYA","EAST JAVA","MALE","26","PROTESTANT","BATAK","SENIOR HIGH SCHOOL","26","TEACHER/LECTURER","LOWER CLASS","5","02:07:00","DAILY","02:03:00","69","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"SURABAYA","EAST JAVA","FEMALE","32","PROTESTANT","OTHER","SENIOR HIGH SCHOOL","32","GOVERNMENT EMPLOYEES","UPPER CLASS","5","10:01:00","MONTHLY","09:07:00","23","NEITHER AGREE NOR DISAGREE","DISAGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","AGREE","AGREE","AGREE","DISAGREE","STRONGLY AGREE","DISAGREE","DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"SURABAYA","EAST JAVA","FEMALE","40","ISLAM","MINANG","DIPLOMA","40","GOVERNMENT EMPLOYEES","UPPER CLASS","6","12:05:00","MONTHLY","12:01:00","25","AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"SURABAYA","EAST JAVA","FEMALE","33","ISLAM","MADURA","BACHELOR DEGREE","33","GOVERNMENT EMPLOYEES","LOWER CLASS","6","03:02:00","DAILY","02:09:00","58","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","DISAGREE","STRONGLY AGREE","AGREE","DISAGREE","DISAGREE","DISAGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"SURABAYA","EAST JAVA","FEMALE","26","ISLAM","MADURA","DIPLOMA","26","GOVERNMENT EMPLOYEES","MIDDLE CLASS","6","06:02:00","WEEKLY","05:09:00","44","AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"MAKASAR","SOUTH SULAWESI","FEMALE","42","ISLAM","JAVA","MASTER AND DOCTORAL DEGREE","12","GOVERNMENT EMPLOYEES","MIDDLE CLASS","6","06:04:00","WEEKLY","06:01:00","35","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"MAKASAR","SOUTH SULAWESI","MALE","31","ISLAM","JAVA","BACHELOR DEGREE","31","POLICE OFFICER/ARMY","LOWER CLASS","6","03:07:00","DAILY","03:04:00","59","DISAGREE","DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DISAGREE","NEITHER AGREE NOR DISAGREE","DISAGREE","DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"MAKASAR","SOUTH SULAWESI","MALE","27","ISLAM","JAVA","BACHELOR DEGREE","27","POLICE OFFICER/ARMY","LOWER CLASS","7","05:09:00","DAILY","05:06:00","65","DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","DISAGREE","AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
